الكلمة الأصلية	الجذر	المصدر	النوع
المنون	منن	منية	اسم
تمنها	منن	منّ	فعل
تمنن	منن	منّ	فعل
بالمن	منن	منّ	اسم
يمن	منن	منّ	فعل
يمنون	منن	منّ	فعل
فامنن	منن	منّ	فعل
أماني	مني	أمنية	اسم
أمانيهم	مني	أمنية	اسم
أمنيته	مني	أمنية	اسم
الأماني	مني	أمنية	اسم
بأمانيكم	مني	أمنية	اسم
تمنون	مني	منّ	فعل
تتمنوا	مني	تمنى	فعل
يتمنوه	مني	تمنى	فعل
يتمنونه	مني	تمنى	فعل
فتمنوا	مني	تمنى	فعل
ولأمنينهم	مني	منّى	فعل
ويمنيهم	مني	منّى	فعل
تمهيدا	مهد	تمهيد	اسم
الماهدون	مهد	ماهد	اسم
مهاد	مهد	مهاد	اسم
مهدا	مهد	مهد	اسم
المهاد	مهد	مهد	اسم
المهد	مهد	مهد	اسم
ومهدت	مهد	مهدت	فعل
يمهدون	مهد	مهد	فعل
أمهلهم	مهل	أمهل	فعل
كالمهل	مهل	مهل	اسم
ومهلهم	مهل	مهّل	فعل
مهانا	مهن	مهان	اسم
مهين	مهن	مهين	اسم
مهينا	مهن	مهين	اسم
المهين	مهن	مهين	اسم
أماته	موت	أمات	فعل
فأماته	موت	أمات	فعل
وأميت	موت	أمات	فعل
تموت	موت	مات	فعل
تموتن	موت	مات	فعل
تموتون	موت	مات	فعل
مات	موت	مات	اسم
ومماتي	موت	ممات	اسم
ومماتهم	موت	ممات	اسم
موتا	موت	موت	اسم
موته	موت	موت	اسم
موتها	موت	موت	اسم
موتكم	موت	موت	اسم
الموت	موت	موت	اسم
الموتة	موت	موتة	اسم
لميتون	موت	ميت	اسم
أموات	موت	ميت	اسم
أمواتا	موت	ميت	اسم
ميتا	موت	ميت	اسم
ميتون	موت	ميت	اسم
الميت	موت	ميت	اسم
الموتى	موت	ميت	اسم
بميتين	موت	ميت	اسم
وأمواتا	موت	ميت	اسم
ميتة	موت	ميتة	اسم
الميتة	موت	ميتة	اسم
ونميت	موت	أمات	فعل
يموت	موت	مات	فعل
فيموتوا	موت	مات	فعل
يموتون	موت	مات	فعل
يميتكم	موت	أمات	فعل
ويميت	موت	أمات	فعل
مت	موت	مات	فعل
فيمت	موت	مات	فعل
الموج	موج	موج	اسم
مورا	مور	مور	اسم
تمور	مور	مار	فعل
لموسى	موسي	موسى	اسم
موسى	موسي	موسى	اسم
بموسى	موسي	موسى	اسم
موسى	موسي	موسى	اسم
وموسى	موسي	موسى	اسم
أموال	مول	مال	اسم
أموالهم	مول	مال	اسم
أموالكم	مول	مال	اسم
الأموال	مول	مال	اسم
بأموالكم	مول	مال	اسم
أموالا	مول	مال	اسم
مالا	مول	مال	اسم
ماليه	مول	مال	اسم
ماله	مول	مال	اسم
بأموال	مول	مال	اسم
بأموالهم	مول	مال	اسم
وأموال	مول	مال	اسم
وأموالا	مول	مال	اسم
وأموالهم	مول	مال	اسم
ماء	موه	ماء	اسم
ماءها	موه	ماء	اسم
ماءك	موه	ماء	اسم
الماء	موه	ماء	اسم
كماء	موه	ماء	اسم
ماؤها	موه	ماء	اسم
ماؤكم	موه	ماء	اسم
مائدة	ميد	مائدة	اسم
تميد	ميد	ماد	فعل
ونمير	مير	مار	فعل
ليميز	ميز	ماز	فعل
تميز	ميز	ماز	فعل
يميز	ميز	ماز	فعل
وامتازوا	ميز	امتاز	فعل
وميكائيل	ميكيل	ميكائيل	اسم
الميل	ميل	ميل	اسم
تميلوا	ميل	مال	فعل
فيميلون	ميل	مال	فعل
ن	ن	ن	فواتيح
وينئون	نءي	نأى	فعل
ونئا	نءي	نأى	فعل
النبي	نبء	نبي	اسم
أفأنبئكم	نبء	أنبأ	فعل
أنبئهم	نبء	أنبأ	فعل
أنبئكم	نبء	أنبأ	فعل
أؤنبئكم	نبء	أنبأ	فعل
سأنبئك	نبء	أنبأ	فعل
فأنبئكم	نبء	أنبأ	فعل
وأنبئكم	نبء	أنبأ	فعل
أنبئوني	نبء	أنبأ	فعل
أنبأهم	نبء	أنبأ	فعل
أنبأك	نبء	أنبأ	فعل
لتنبؤن	نبء	نبّأ	فعل
لتنبئنهم	نبء	نبّأ	فعل
تنبئهم	نبء	نبّأ	فعل
أتنبئون	نبء	نبّأ	فعل
تنبوءنه	نبء	نبّأ	فعل
نبئ	نبء	نبئ	فعل
نبئنا	نبء	نبئ	فعل
ونبئهم	نبء	نبئ	فعل
نبئوني	نبء	نبئ	فعل
أنباء	نبء	نبأ	اسم
أنبائها	نبء	نبأ	اسم
أنبائكم	نبء	نبأ	اسم
الأنباء	نبء	نبأ	اسم
النبإ	نبء	نبأ	اسم
بنبأ	نبء	نبأ	اسم
نبأ	نبء	نبأ	فعل
نبأهم	نبء	نبأ	فعل
نبأها	نبء	نبأ	فعل
نبأنا	نبء	نبأ	فعل
نبإ	نبء	نبأ	اسم
نبإ	نبء	نبأ	اسم
نبأ	نبء	نبأ	اسم
نبأتكما	نبء	نبأ	فعل
النبوة	نبء	نبوة	اسم
والنبوة	نبء	نبوة	اسم
للنبي	نبء	نبي	اسم
أنبياء	نبء	نبي	اسم
الأنبياء	نبء	نبي	اسم
النبيين	نبء	نبي	اسم
النبيون	نبء	نبي	اسم
بالنبين	نبء	نبي	اسم
والنبي	نبء	نبي	اسم
والنبيين	نبء	نبي	اسم
والنبيون	نبء	نبي	اسم
نبي	نبء	نبي	اسم
نبيا	نبء	نبي	اسم
نبيهم	نبء	نبي	اسم
ونبيا	نبء	نبي	اسم
فلننبئن	نبء	نبأ	فعل
فننبئهم	نبء	نبأ	فعل
فننبئكم	نبء	نبأ	فعل
ننبئكم	نبء	نبأ	فعل
ويستنبئونك	نبء	استنبأ	فعل
ينبئهم	نبء	نبأ	فعل
ينبئك	نبء	نبأ	فعل
ينبئكم	نبء	نبأ	فعل
فينبئهم	نبء	نبأ	فعل
فينبئكم	نبء	نبأ	فعل
أنبتكم	نبت	أنبت	فعل
وأنبتها	نبت	أنبت	فعل
أنبتت	نبت	أنبت	فعل
وأنبتت	نبت	أنبت	فعل
أنبتنا	نبت	أنبت	فعل
فأنبتنا	نبت	أنبت	فعل
وأنبتنا	نبت	أنبت	فعل
تنبت	نبت	أنبت	فعل
تنبتوا	نبت	أنبت	فعل
نبات	نبت	نبات	اسم
نباتا	نبت	نبات	اسم
نباته	نبت	نبات	اسم
ونباتا	نبت	نبات	اسم
ينبت	نبت	نبت	فعل
فانبذ	نبذ	نبذ	فعل
انتبذت	نبذ	انتبذ	فعل
فانتبذت	نبذ	انتبذ	فعل
لنبذ	نبذ	نبذ	فعل
نبذ	نبذ	نبذ	فعل
نبذه	نبذ	نبذ	فعل
فنبذتها	نبذ	نبذ	فعل
فنبذنهم	نبذ	نبذ	فعل
فنبذوه	نبذ	نبذ	فعل
لينبذن	نبذ	نبذ	فعل
تنابزوا	نبز	تنابز	فعل
يستنبطونه	نبط	استنبط	فعل
ينابيع	نبع	ينبوع	اسم
ينبوعا	نبع	ينبوع	اسم
نتقنا	نتق	نتق	فعل
منثورا	نثر	منثور	اسم
انتثرت	نثر	انتثر	فعل
النجدين	نجد	نجد	اسم
نجس	نجس	نجس	اسم
النجوم	نجم	نجم	اسم
والنجوم	نجم	نجم	اسم
وبالنجم	نجم	نجم	اسم
أنجاهم	نجو	أنجى	فعل
أنجاكم	نجو	أنجى	فعل
فأنجاه	نجو	أنجى	فعل
أنجيتنا	نجو	أنجى	فعل
أنجيناكم	نجو	أنجى	فعل
فأنجيناه	نجو	أنجى	فعل
فأنجيناهم	نجو	أنجى	فعل
فأنجيناكم	نجو	أنجى	فعل
تنجيكم	نجو	أنجى	فعل
لمنجوهم	نجو	منجي	اسم
منجوك	نجو	منجي	اسم
ناج	نجو	ناجي	اسم
ونجنا	نجو	نجى	فعل
ونجني	نجو	نجى	فعل
نجا	نجو	نجى	فعل
نجهم	نجو	نجى	فعل
نجاكم	نجو	نجى	فعل
فنجي	نجو	نجى	فعل
فنجيناه	نجو	نجى	فعل
فنجيناك	نجو	نجى	فعل
نجيناه	نجو	نجى	فعل
نجيناهم	نجو	نجى	فعل
نجيناكم	نجو	نجى	فعل
ونجيناهم	نجو	نجى	فعل
ونجينهما	نجو	نجى	فعل
لننجينه	نجو	نجى	فعل
ننجي	نجو	نجى	فعل
ننجيك	نجو	نجى	فعل
ينجيه	نجو	نجى	فعل
ينجيكم	نجو	نجى	فعل
وينجي	نجو	نجى	فعل
النجاة	نجو	نجاة	اسم
النجوى	نجو	نجوى	اسم
تتناجوا	نجو	تناجى	فعل
تنجيتم	نجو	تناجى	فعل
وتناجوا	نجو	تناجى	فعل
ويتناجون	نجو	تناجى	فعل
نجواهم	نجو	نجوى	اسم
نجواكم	نجو	نجوى	اسم
ونجواهم	نجو	نجوى	اسم
ونجواهم	نجو	نجوى	اسم
نحبه	نحب	أحبّ	فعل
ينحتون	نحت	نحت	فعل
تنحتون	نحت	نحت	فعل
وتنحتون	نحت	نحت	فعل
وانحر	نحر	نحر	فعل
نحسات	نحس	نحسة	اسم
ونحاس	نحس	نحاس	اسم
نحلة	نحل	نحلة	اسم
نحن	نحن	نحن	أداة
ونحن	نحن	نحن	أداة
لنحن	نحن	نحن	اسم
النخل	نخل	نخلة	اسم
النخلة	نخل	نخلة	اسم
النخيل	نخل	نخل	اسم
والنخل	نخل	نخلة	اسم
والنخيل	نخل	نخلة	اسم
نخيل	نخل	نخلة	اسم
ونخلا	نخل	نخلة	اسم
ونخيل	نخل	نخلة	اسم
أندادا	ندد	ندّ	اسم
النادمين	ندم	نادم	اسم
الندامة	ندم	ندامة	اسم
نادمين	ندم	نادم	اسم
فتنادوا	ندو	تنادى	فعل
التنادي	ندو	تنادي	اسم
مناديا	ندو	منادي	اسم
المناد	ندو	منادي	اسم
فنادته	ندو	نادى	فعل
فنادوا	ندو	نادى	فعل
نادوا	ندو	نادى	فعل
ونادوا	ندو	نادى	فعل
فنادى	ندو	نادى	فعل
فنادها	ندو	نادى	فعل
ناده	ندو	نادى	فعل
ونادى	ندو	نادى	فعل
وناديهما	ندو	نادى	فعل
ناديه	ندو	نادى	فعل
ناديكم	ندو	نادى	فعل
ناديتم	ندو	نادى	فعل
نادينا	ندو	نادى	فعل
وندينه	ندو	نادى	فعل
ونداء	ندو	نداء	اسم
ونودوا	ندو	نادى	فعل
ينادون	ندو	نادى	فعل
ينادونهم	ندو	نادى	فعل
ينادونك	ندو	نادى	فعل
ينادي	ندو	نادى	فعل
يناديهم	ندو	نادى	فعل
لأنذركم	نذر	أنذر	فعل
أنذر	نذر	أنذر	فعل
أنذرهم	نذر	أنذر	فعل
أنذركم	نذر	أنذر	فعل
فأنذر	نذر	أنذر	فعل
وأنذر	نذر	أنذر	فعل
وأنذرهم	نذر	أنذر	فعل
آنذرتهم	نذر	أنذر	فعل
أنذرتكم	نذر	أنذر	فعل
فأنذرتكم	نذر	أنذر	فعل
أنذرناكم	نذر	أنذر	فعل
أنذروا	نذر	أنذر	فعل
لتنذر	نذر	أنذر	فعل
تنذر	نذر	أنذر	فعل
تنذرهم	نذر	أنذر	فعل
ولتنذر	نذر	أنذر	فعل
وتنذر	نذر	أنذر	فعل
منذرين	نذر	منذر	اسم
منذرون	نذر	منذر	اسم
المنذرين	نذر	منذر	اسم
ومنذرين	نذر	منذر	اسم
نذر	نذر	نذر	اسم
نذرا	نذر	نذر	اسم
نذورهم	نذر	نذر	اسم
نذرت	نذر	نذر	فعل
نذرتم	نذر	نذر	فعل
النذير	نذر	نذير	اسم
النذر	نذر	نذير	اسم
بالنذر	نذر	نذير	اسم
والنذر	نذر	نذير	اسم
نذير	نذر	نذير	اسم
نذيرا	نذر	نذير	اسم
ونذير	نذر	نذير	اسم
ونذيرا	نذر	نذير	اسم
لينذر	نذر	نذر	فعل
لينذركم	نذر	نذر	فعل
وينذر	نذر	نذر	فعل
ولينذروا	نذر	نذر	فعل
ينذرون	نذر	نذر	فعل
وينذرونكم	نذر	نذر	فعل
تنازعتم	نزع	تنازع	فعل
ولتنازعتم	نزع	تنازع	فعل
وتنازعتم	نزع	تنازع	فعل
تنازعوا	نزع	تنازع	فعل
فتنازعوا	نزع	تنازع	فعل
تنزع	نزع	نزع	فعل
وتنزع	نزع	نزع	فعل
والنازعات	نزع	نازعة	اسم
نزاعة	نزع	نزاعة	اسم
ونزع	نزع	نزع	فعل
نزعنها	نزع	نزع	فعل
ونزعنا	نزع	نزع	فعل
لننزعن	نزع	نزع	فعل
يتنازعون	نزع	تنازع	فعل
ينزع	نزع	نزع	فعل
ينزغنك	نزغ	نزغ	فعل
ينزفون	نزف	نزف	فعل
لأنزل	نزل	أنزل	فعل
أنزل	نزل	أنزل	فعل
أنزله	نزل	أنزل	فعل
أنزلني	نزل	أنزل	فعل
سأنزل	نزل	أنزل	فعل
فأنزل	نزل	أنزل	فعل
وأنزل	نزل	أنزل	فعل
أنزلت	نزل	أنزل	فعل
أنزلتموه	نزل	أنزل	فعل
أنزلنا	نزل	أنزل	فعل
أنزلناه	نزل	أنزل	فعل
أنزلناها	نزل	أنزل	فعل
فأنزلنا	نزل	أنزل	فعل
وأنزلنا	نزل	أنزل	فعل
تتنزل	نزل	تنزل	فعل
تنزل	نزل	تنزل	فعل
تنزلت	نزل	تنزل	فعل
لتنزيل	نزل	تنزيل	اسم
تنزيل	نزل	تنزيل	اسم
تنزيلا	نزل	تنزيل	اسم
منازل	نزل	منزل	اسم
منزلا	نزل	منزل	اسم
منزلين	نزل	منزل	اسم
منزلها	نزل	منزل	اسم
منزلون	نزل	منزل	اسم
المنزلين	نزل	منزل	اسم
المنزلون	نزل	منزل	اسم
نتنزل	نزل	تنزل	فعل
فنزل	نزل	نزل	فعل
نزل	نزل	نزل	فعل
نزلا	نزل	نزل	اسم
نزله	نزل	نزل	فعل
نزلهم	نزل	نزل	فعل
نزلت	نزل	نزل	فعل
نزلنا	نزل	نزل	فعل
نزلناه	نزل	نزل	فعل
ونزلنا	نزل	نزل	فعل
ونزلناه	نزل	نزل	فعل
ننزل	نزل	نزل	فعل
وننزل	نزل	نزل	فعل
يتنزل	نزل	تنزل	فعل
وينزل	نزل	نزل	فعل
فتزل	نزل	زلّ	فعل
منسأته	نسء	منسأة	اسم
النسيء	نسء	نسيء	اسم
أنساب	نسب	نسب	اسم
نستنسخ	نسخ	استنسخ	فعل
نسختها	نسخ	نسخة	اسم
ننسخ	نسخ	نسخ	فعل
فينسخ	نسخ	نسخ	فعل
ونسرا	نسر	نسر	اسم
ينسفها	نسف	نسف	فعل
لننسفنه	نسف	نسف	فعل
نسفا	نسف	نسف	اسم
نسفت	نسف	نسف	فعل
مناسكنا	نسك	منسك	اسم
منسكا	نسك	منسك	اسم
منساككم	نسك	منسك	اسم
ناسكوه	نسك	ناسك	اسم
نسك	نسك	نسك	اسم
ونسكي	نسك	نسك	اسم
والنسل	نسل	نسل	اسم
ينسلون	نسل	نسل	فعل
النساء	نسو	نساء	اسم
ينساء	نسو	نساء	اسم
وللنساء	نسو	نساء	اسم
والنساء	نسو	نساء	اسم
نساء	نسو	نساء	اسم
نساءهم	نسو	نساء	اسم
نساءكم	نسو	نساء	اسم
نسائهم	نسو	نساء	اسم
نسائهن	نسو	نساء	اسم
نسائكم	نسو	نساء	اسم
ونساء	نسو	نساء	اسم
ونساءنا	نسو	نساء	اسم
ونساءكم	نسو	نساء	اسم
النسوة	نسو	نسوة	اسم
نسوة	نسو	نسوة	اسم
ينسينك	نسي	أنسى	فعل
أنسوكم	نسي	أنسى	فعل
أنسيناه	نسي	أنسى	فعل
فأنساه	نسي	أنسى	فعل
فأنساهم	نسي	أنسى	فعل
تنسوا	نسي	نسى	فعل
وتنسون	نسي	نسى	فعل
تنسى	نسي	نسى	فعل
منسيا	نسي	منسي	اسم
فنسوا	نسي	نسى	فعل
نسوا	نسي	نسى	فعل
نسوه	نسي	نسى	فعل
ونسوا	نسي	نسى	فعل
ونسوه	نسي	نسى	فعل
فنسي	نسي	نسي	فعل
فنسيهم	نسي	نسي	فعل
نسيا	نسي	نسي	اسم
فنسيتها	نسي	نسي	فعل
نسيتم	نسي	نسي	فعل
نسينا	نسي	نسي	فعل
نسيناكم	نسي	نسي	فعل
ننسها	نسي	أنسى	فعل
ننساهم	نسي	نسي	فعل
ننسلكم	نسي	نسي	فعل
أنشأكم	نشء	أنشأ	فعل
أنشأتم	نشء	أنشأ	فعل
أنشأنهن	نشء	أنشأ	فعل
إنشاء	نشء	إنشاء	اسم
المنشآت	نشء	منشأة	اسم
ناشئة	نشء	ناشئة	اسم
النشأة	نشء	نشأة	اسم
وننشئكم	نشء	أنشأ	فعل
ينشئ	نشء	أنشأ	فعل
وينشئ	نشء	أنشأ	فعل
فانتشروا	نشر	انتشر	فعل
أنشره	نشر	أنشر	فعل
فأنشرنا	نشر	أنشر	فعل
تنتشرون	نشر	انتشر	فعل
منتشر	نشر	منتشر	اسم
بمنشرين	نشر	منشر	اسم
منشرة	نشر	منشرة	اسم
منشور	نشر	منشور	اسم
منشورا	نشر	منشور	اسم
والناشرات	نشر	ناشرة	اسم
نشرت	نشر	نشر	فعل
النشور	نشر	نشور	اسم
نشورا	نشر	نشور	اسم
ينشر	نشر	نشر	فعل
وينشر	نشر	نشر	فعل
انشزوا	نشز	نشز	فعل
فانشزوا	نشز	نشز	فعل
نشوزا	نشز	نشوز	اسم
نشوزهن	نشز	نشوز	اسم
ننشزها	نشز	أنشز	فعل
والناشطات	نشط	ناشطة	اسم
نصيب	نصب	نصيب	اسم
النصب	نصب	نصب	اسم
بنصب	نصب	نصب	اسم
فانصب	نصب	نصب	فعل
والأنصاب	نصب	نصب	اسم
ناصبة	نصب	ناصبة	اسم
نصب	نصب	نصب	اسم
نصبا	نصب	نصبا	اسم
نصبت	نصب	نصب	فعل
نصيبا	نصب	نصيب	اسم
نصيبهم	نصب	نصيب	اسم
نصيبك	نصب	نصيب	اسم
أنصتوا	نصت	أنصت	فعل
وأنصتوا	نصت	أنصت	فعل
لناصحون	نصح	ناصح	اسم
الناصحين	نصح	ناصح	اسم
ناصح	نصح	ناصح	اسم
ناصحون	نصح	ناصح	اسم
نصحي	نصح	نصح	اسم
ونصحت	نصح	نصح	فعل
نصوحا	نصح	نصوح	اسم
استنصره	نصر	استنصر	فعل
استنصروكم	نصر	استنصر	فعل
لانتصر	نصر	انتصر	فعل
انتصر	نصر	انتصر	فعل
فانتصر	نصر	انتصر	فعل
وانتصروا	نصر	انتصر	فعل
انصرني	نصر	نصر	فعل
فانصرنا	نصر	نصر	فعل
وانصرنا	نصر	نصر	فعل
أنصار	نصر	نصير	اسم
أنصاري	نصر	نصير	اسم
والأنصار	نصر	نصير	اسم
تناصرون	نصر	تناصر	فعل
